MGI.symbol,HGNC.symbol
Cbx7,CBX7
H2al1e,H2AL3
Tcea2,TCEA2
Ighv1-75,IGHV1OR21-1
Sez6l,SEZ6L
Gm24631,RNU6-346P
Trdv5,TRDV3
Gm25054,RNU6-346P
Tex13a,TEX13B
Ighv14-4,IGHV1OR21-1
Gm22114,RNU6-1146P
Ifna9,IFNA16
Ifna9,IFNA2
Ifna9,IFNA6
Ifna9,IFNA13
Ifna9,IFNA7
Ifna9,IFNA17
Gm24411,SNORA71C
Gm22452,RNU6-614P
Gm22452,RNU6-721P
Ighv1-78,IGHV1OR21-1
Lipg,LIPG
Rbm47,RBM47
Ankrd16,ANKRD16
Rrp1b,RRP1B
Ighv1-42,IGHV1OR21-1
Nanp,NANP
Zbtb33,ZBTB33
Tcl1b3,TCL1B
Cytl1,CYTL1
Gm9508,KRTAP10-6
Gm9508,KRTAP10-11
Dcaf12l2,DCAF12L2
P2ry10,P2RY10
Gm23301,SNORD58A
Syn3,SYN3
Mir133a-1,MIR133A1
Gm25687,RN7SL864P
Cdkn2b,CDKN2B
Gm1140,FAM9B
Gm1140,FAM9C
Gm1140,FAM9A
Ighv1-54,IGHV1OR21-1
Atg4a-ps,ATG4A
Zfp516,ZNF516
Gphb5,GPHB5
Chst9,CHST9
Rab31,RAB31
Tmem121b,TMEM121B
Chmp1b,CHMP1B
Ighv1-36,IGHV1OR21-1
Ifna2,IFNA16
Ifna2,IFNA2
Ifna2,IFNA6
Ifna2,IFNA13
Ifna2,IFNA7
Ifna2,IFNA17
Adgrg4,ADGRG4
Ighv1-81,IGHV1OR21-1
Ighv1-50,IGHV1OR21-1
Tex13c1,TEX13C
Gm23650,SNORD56
Gatd3a,GATD3B
Gatd3a,GATD3A
Syndig1l,SYNDIG1L
Gm6525,RPL36AL
Kcnj15,KCNJ15
Slc14a1,SLC14A1
Snord110,SNORD110
Slain1,SLAIN1
Gm20458,SYS1-DBNDD2
Ighv1-26,IGHV1OR21-1
Socs4,SOCS4
Sycp2,SYCP2
Ighv1-76,IGHV1OR21-1
Serpinb10,SERPINB10
Ighv1-67,IGHV1OR21-1
Fam243,FAM243A
Hdac8,HDAC8
Pabpc1l,PABPC1L
Ighv3-5,IGHV4-34
Mphosph8,MPHOSPH8
Tshz2,TSHZ2
Gm24533,RNU105B
Mro,MRO
Bpifb6,BPIFB6
Mir155,MIR155
Cpxcr1,CPXCR1
Ranbp6,RANBP6
Nkx2-4,NKX2-4
Mc4r,MC4R
Tgif1,TGIF1
Proser1,PROSER1
Cndp1,CNDP1
Sirpb1a,SIRPG
Fam217b,FAM217B
Ctif,CTIF
Gm25577,RNU6-737P
Gm42791,KATNAL1
Krtap10-10,KRTAP10-6
Krtap10-10,KRTAP10-11
Htatsf1,HTATSF1
Ighv1-63,IGHV1OR21-1
Defb15,DEFB127
Defb15,DEFB121
Ighv1-59,IGHV1OR21-1
Dgkk,DGKK
Gm28360,ZNF519
Plekhd1,PLEKHD1
Tox2,TOX2
Krtap5-2,KRTAP10-6
Krtap5-2,KRTAP10-11
Gm4559,KRTAP10-6
Gm4559,KRTAP10-11
Ighv1-16,IGHV1OR21-1
Uckl1,UCKL1
Ighv1-52,IGHV1OR21-1
Tceal8,TCEAL8
H2al1d,H2AL3
Krtap9-3,KRTAP10-11
Cdh22,CDH22
Seh1l,SEH1L
Skor2,SKOR2
Hopx,HOPX
Mir133a-2,MIR133A2
Cdc42ep1,CDC42EP1
Cited1,CITED1
Ifna14,IFNA16
Ifna14,IFNA2
Ifna14,IFNA6
Ifna14,IFNA13
Ifna14,IFNA7
Ifna14,IFNA17
Gm26003,SNORA71A
Rell1,RELL1
Ptgdr,PTGDR
Ighv1-43,IGHV1OR21-1
Ighv1-18,IGHV1OR21-1
Gm22960,RNU6-614P
Gm22960,RNU6-721P
Defb34,DEFB127
Defb34,DEFB121
Ighv1-74,IGHV1OR21-1
Blcap,BLCAP
Cbln4,CBLN4
Dip2c,DIP2C
Gtf2f2,GTF2F2
Gm10272,KRTAP10-6
Tgif2lx2,TGIF2LX
Gm24451,SNORA51
Iglc1,IGLC2
Iglc1,IGLL5
Iglc1,IGLL1
Iglc1,IGLC3
Iglc1,IGLC1
Cysltr1,CYSLTR1
Sim2,SIM2
Insl6,INSL6
Eda,EDA
Gm9639,KRTAP10-6
Gm9639,KRTAP10-11
Spata2,SPATA2
Btbd3,BTBD3
Ccdc171,CCDC171
H2al2b,H2AL3
Gm3233,KRTAP10-6
Gm3233,KRTAP10-11
Ighv1-61,IGHV1OR21-1
Mis18bp1,MIS18BP1
Gm24928,RNU6-497P
Tcl1b1,TCL1B
Ifna12,IFNA16
Ifna12,IFNA2
Ifna12,IFNA6
Ifna12,IFNA13
Ifna12,IFNA7
Ifna12,IFNA17
Gpr137c,GPR137C
Dok6,DOK6
Gm45618,KRTAP10-6
Gm45618,KRTAP10-11
Ripply1,RIPPLY1
Ighv1-82,IGHV1OR21-1
Foxr2,FOXR2
Dnajb7,DNAJB7
Ighv1-58,IGHV1OR21-1
Gm22087,RNU6-1150P
Zic3,ZIC3
Gm22354,SNORD58B
Ighv1-7,IGHV1OR21-1
Tmem200c,TMEM200C
Spin4,SPIN4
Defb28,DEFB115
Atg4a,ATG4A
U2af1,U2AF1
Ifna1,IFNA16
Ifna1,IFNA2
Ifna1,IFNA6
Ifna1,IFNA13
Ifna1,IFNA7
Ifna1,IFNA17
Ankrd29,ANKRD29
Nkx3-2,NKX3-2
Kcnb1,KCNB1
Akap4,AKAP4
Gm1141,PASD1
Nap1l2,NAP1L2
Shisal1,SHISAL1
Tcp10b,TCP10L
Ighv1-12,IGHV1OR21-1
Cdh20,CDH20
Ep300,EP300
Tcf4,TCF4
Ifna6,IFNA16
Ifna6,IFNA2
Ifna6,IFNA6
Ifna6,IFNA13
Ifna6,IFNA7
Ifna6,IFNA17
Serpinb2,SERPINB2
Six1,SIX1
Mcat,MCAT
Ltn1,LTN1
Pdxp,PDXP
Ifna15,IFNA16
Ifna15,IFNA2
Ifna15,IFNA6
Ifna15,IFNA13
Ifna15,IFNA7
Ifna15,IFNA17
Ighv3-8,IGHV4-34
Serp2,SERP2
B3glct,B3GLCT
Gm42517,TMEM271
Lgals1,LGALS1
Tcl1b4,TCL1B
Gm3238,KRTAP10-6
Gm3238,KRTAP10-11
Gm23925,SNORA71C
Xlr5a,FAM9B
Xlr5a,FAM9C
Xlr5a,FAM9A
Iglc3,IGLC2
Iglc3,IGLL5
Iglc3,IGLL1
Iglc3,IGLC3
Iglc3,IGLC1
Gm19402,KRTAP10-6
Gm19402,KRTAP10-11
Rtl6,RTL6
Syndig1,SYNDIG1
Ighv1-84,IGHV1OR21-1
Gm1043,C4orf50
Lhfp,LHFPL6
Gm23706,SNORD86
Exoc5,EXOC5
Ighv15-2,IGHV1OR21-1
Gm22591,RNU6-919P
Gm9507,KRTAP10-6
Gm9507,KRTAP10-11
Ighv1-11,IGHV1OR21-1
Gm5678,CBR1
Gm24378,RNU6-142P
Ighv1-15,IGHV1OR21-1
Ccdc85c,CCDC85C
Rtl4,RTL4
Fancb,FANCB
Siglec15,SIGLEC15
Dach1,DACH1
Scrt2,SCRT2
Arl13a,ARL13A
Gm22498,SNORD86
Jakmip1,JAKMIP1
Ifna16,IFNA16
Ifna16,IFNA2
Ifna16,IFNA6
Ifna16,IFNA13
Ifna16,IFNA7
Ifna16,IFNA17
Ncf4,NCF4
Il1rapl2,IL1RAPL2
Atp5k,ATP5ME
Ighv1-5,IGHV1OR21-1
Bcl11b,BCL11B
Wfdc10,WFDC10A
Zadh2,ZADH2
Zar1,ZAR1
Ighv1-55,IGHV1OR21-1
Gm25322,RNU6-702P
Cldn8,CLDN8
Rhox13,RHOXF1
Soga1,SOGA1
Gm26279,RNU6-1159P
Gm26279,RNU6-115P
Gm23405,RNU1-46P
Krtap10-4,KRTAP10-6
Krtap10-4,KRTAP10-11
Defb20,DEFB128
Zfp24,ZNF24
Xlr5b,FAM9B
Xlr5b,FAM9C
Xlr5b,FAM9A
Smim11,SMIM11A
Pou4f1,POU4F1
Pwwp4a,PWWP4
Zfp941,ZNF519
Ifnab,IFNA16
Ifnab,IFNA2
Ifnab,IFNA6
Ifnab,IFNA13
Ifnab,IFNA7
Ifnab,IFNA17
Ighv3-1,IGHV4-34
Rrp1,RRP1
Serpinb7,SERPINB7
Pin4,PIN4
Klhl34,KLHL34
Ighv12-3,IGHV4-34
Gm5150,SIRPG
Iglc4,IGLC2
Iglc4,IGLL5
Iglc4,IGLL1
Iglc4,IGLC3
Iglc4,IGLC1
Amer1,AMER1
Chadl,CHADL
Ifna7,IFNA16
Ifna7,IFNA2
Ifna7,IFNA6
Ifna7,IFNA13
Ifna7,IFNA7
Ifna7,IFNA17
Ccdc177,CCDC177
C1qtnf9,C1QTNF9
Bex4,BEX4
C1ql3,C1QL3
Gm26055,RNU6-1038P
H2al1g,H2AL3
H2al1c,H2AL3
Bex6,BEX4
Gm22287,RNU6-1037P
Ighv1-23,IGHV1OR21-1
Nudt11,NUDT11
Neto1,NETO1
Ighv1-37,IGHV1OR21-1
Med14,MED14
Gm10100,KRTAP10-6
Gm10024,KRTAP10-6
Krtap1-3,KRTAP10-11
Plcb1,PLCB1
Cmc4,CMC4
Flrt3,FLRT3
Ighv1-85,IGHV1OR21-1
Ighv1-72,IGHV1OR21-1
Dcun1d4,DCUN1D4
Rtl3,RTL3
Styx,STYX
Hmx1,HMX1
Gm10142,KRTAP10-6
Gm25867,RNU6-426P
Mtcl1,MTCL1
Nudt10,NUDT11
Arhgap8,PRR5-ARHGAP8
St8sia3,ST8SIA3
Atp5o,DONSON
H2al1i,H2AL3
Gm3250,KRTAP10-6
Gm3250,KRTAP10-11
Tcl1b2,TCL1B
Ighv1-77,IGHV1OR21-1
Gm36176,KRTAP10-6
Gm36176,KRTAP10-11
Gm18336,PNMA6F
Gm18336,PNMA6E
Klhl9,KLHL9
Trmt2b,TRMT2B
Gm23187,SNORD86
Uprt,UPRT
Slc25a47,SLC25A47
B830017H08Rik,FAM246A
B830017H08Rik,FAM246B
Nap1l3,NAP1L3
Ighv3-6,IGHV4-34
Snord57,SNORD57
Adarb2,ADARB2
Ism1,ISM1
Nbdy,NBDY
Krtap24-1,KRTAP24-1
Mirlet7c-1,MIRLET7C
Srpx,SRPX
Bod1l,BOD1L1
Krtap27-1,KRTAP27-1
Fancm,FANCM
Ighv14-3,IGHV1OR21-1
Ighv1-47,IGHV1OR21-1
Nrk,NRK
0610040J01Rik,C4orf19
Tent5d,TENT5D
Wfdc11,WFDC11
Gm22739,RNU1-139P
Tspear,TSPEAR
Tmem241,TMEM241
Ighv1-64,IGHV1OR21-1
Map7d3,MAP7D3
Bbln,BBLN
Asrgl1,ASRGL1
Irak1,IRAK1
Susd2,SUSD2
Syk,SYK
Mir377,MIR377
Dapk1,DAPK1
Mir127,MIR127
Ncbp1,NCBP1
Mlip,MLIP
Efcab11,EFCAB11
Fitm2,FITM2
Gm22981,SNORD114-11
Gm22981,SNORD114-13
Gm22981,SNORD114-16
Ebf2,EBF2
Ctag2l1,CTAG1A
Slc38a2,SLC38A2
Yap1,YAP1
Ccny,CCNY
Stpg2,STPG2
Tmem98,TMEM98
Iqsec2,IQSEC2
Ube2j1,UBE2J1
Syt12,SYT12
Ubl7,UBL7
Got1,GOT1
Ube2c,UBE2C
Zfand3,ZFAND3
Gm24613,SNORA65
Psat1,PSAT1
Dusp15,DUSP15
Hint2,HINT2
Tcp11,TCP11
Synb,ERVFRD-1
Rph3al,RPH3AL
Adcy2,ADCY2
Ppp1r9a,PPP1R9A
Lactb,LACTB
Hepacam2,HEPACAM2
Kremen1,KREMEN1
Rtf2,RTF2
Zfp280c,ZNF280C
Trappc8,TRAPPC8
Srpk3,SRPK3
Snrpd1,SNRPD1
Ccdc169,CCDC169
Abtb2,ABTB2
Caap1,CAAP1
Cxxc1,CXXC1
L3mbtl4,L3MBTL4
Zfp770,ZNF770
Znfx1,ZNFX1
Rnf20,RNF20
Arhgef39,ARHGEF39
Bcl2l1,BCL2L1
Gm23733,RNU6-245P
Dsc2,DSC2
Iglc2,IGLC7
Mmrn1,MMRN1
Gdf10,GDF10
Tshz1,TSHZ1
Lhfpl5,LHFPL5
Marveld1,MARVELD1
Ankk1,ANKK1
Mad2l1,MAD2L1
Gm6592,SSX7
Gm6592,SSX2B
Gm6592,SSX3
Gm6592,SSX4
Gm6592,SSX1
Gm6592,SSX5
Anks6,ANKS6
Rfk,RFK
Foxb2,FOXB2
Gm25259,RNU2-26P
Commd9,COMMD9
Pbk,PBK
Luzp2,LUZP2
Rin2,RIN2
Ang,ANG
Apex1,APEX1
Ubac1,UBAC1
Pnp2,PNP
Klri2,KLRC4-KLRK1
Dek,DEK
Dgcr8,DGCR8
Serpinb3d,SERPINB4
Serpinb3d,SERPINB3
Ighv1-49,IGHV1-24
Ighv1-49,IGHV1-18
Ighv1-49,IGHV1OR15-9
Ccl8,CCL1
Depp1,DEPP1
Tas2r116,TAS2R14
Saysd1,SAYSD1
Ndst4,NDST4
Pcna,PCNA
Adamts3,ADAMTS3
Smad4,SMAD4
Xylt1,XYLT1
Gpatch8,GPATCH8
Invs,INVS
Snora31,SNORA31
Castor1,CASTOR1
Rpl36al,RPL36A
Trpc4,TRPC4
Nrg3,NRG3
Golm1,GOLM1
Sec31a,SEC31A
Kdm5a,KDM5A
Lrrc19,LRRC19
Ralgps1,RALGPS1
Id1,ID1
Mir323,MIR323A
Ddc,DDC
Tas2r117,TAS2R14
Adcyap1,ADCYAP1
Mageb3,MAGEB6B
Mageb3,MAGEB6
Arhgap23,ARHGAP23
Cyp1a2,CYP1A2
Eef1e1,EEF1E1
Ndufa4,NDUFA4
Cep135,CEP135
Defa41,DEFA4
Defa41,DEFA5
Defa41,DEFA3
Defa41,DEFA6
Zcchc18,ZCCHC18
Cyp11a1,CYP11A1
Tas2r130,TAS2R7
Fam243,FAM243B
Telo2,TELO2
Gm23202,SNORA27
Krt6b,KRT6B
Krt6b,KRT6C
Zfp488,ZNF488
Clns1a,CLNS1A
Zfp830,ZNF830
Ccser2,CCSER2
Dlk1,DLK1
Chek2,CHEK2
Stub1,STUB1
2510002D24Rik,C22orf39
Agtr2,AGTR2
Map3k7,MAP3K7
Crlf3,CRLF3
Gm24126,RNU6-409P
Prrx2,PRRX2
Arhgap19,ARHGAP19-SLIT1
Arhgap19,ARHGAP19
Ap4e1,AP4E1
Gpm6b,GPM6B
Polr2m,POLR2M
Il17f,IL17F
Gp1bb,GP1BB
Tln1,TLN1
Prelid3a,PRELID3A
Flt3,FLT3
Ccl3,CCL3
Ccl3,CCL18
Ccl3,CCL3L3
Ccl3,CCL3L1
Islr,ISLR
Mmp27,MMP27
Mir222,MIR222
Spata31d1c,SPATA31D1
Elovl2,ELOVL2
Wfdc13,WFDC13
Rbmxl2,RBMXL3
Rbmxl2,RBMXL2
Clec4d,CLEC4D
Rsu1,RSU1
1700123O20Rik,C14orf119
Ldlrad4,LDLRAD4
Epb41l1,EPB41L1
Slc15a1,SLC15A1
Il10rb,IL10RB
Wipf2,WIPF2
Nedd8,NEDD8
Serpina3g,SERPINA3
Aqp4,AQP4
Osbpl2,OSBPL2
Tdgf1,TDGF1P3
Onecut3,ONECUT3
Soga3,SOGA3
Coro2b,CORO2B
Polr2f,POLR2F
Susd3,SUSD3
Spin2d,SPIN2B
Araf,ARAF
Plekha7,PLEKHA7
Atrx,ATRX
Smchd1,SMCHD1
Pdcd11,PDCD11
Atp23,ATP23
Thtpa,THTPA
Ahr,AHR
Pm20d2,PM20D2
Dnmt3c,DNMT3B
Rttn,RTTN
Smpd1,SMPD1
Snord61,SNORD61
Gpr26,GPR26
Camsap1,CAMSAP1
Hecw1,HECW1
Sfrp5,SFRP5
Sec61g,SEC61G
Irx4,IRX4
Cyp39a1,CYP39A1
Ogn,OGN
Prps2,PRPS2
Zfp143,ZNF143
Prss23,PRSS23
Aph1c,APH1B
Col4a1,COL4A1
Slc35g3,SLC35G4
Leprotl1,LEPROTL1
Arhgap10,ARHGAP10
Senp6,SENP6
Col15a1,COL15A1
2210016F16Rik,C9orf64
Gm10053,CYCS
Arrdc1,ARRDC1
Cyp46a1,CYP46A1
Nxph1,NXPH1
Slc25a30,SLC25A30
Dnttip1,DNTTIP1
Sp4,SP4
Tm9sf3,TM9SF3
Lmtk2,LMTK2
Sgpp1,SGPP1
Tulp3,TULP3
Slc16a7,SLC16A7
Ms4a3,MS4A3
Dennd10,DENND10
Pla2g12b,PLA2G12B
Mir98,MIR98
Shpk,SHPK
Plaa,PLAA
Trim68,TRIM68
Ica1,ICA1
Slc13a5,SLC13A5
Eif2ak4,EIF2AK4
Smarcb1,SMARCB1
Stk26,STK26
Maged1,MAGED1
Rnf138,RNF138
Clcn4,CLCN4
Nat1,NAT2
Ap1s1,AP1S1
Elapor2,ELAPOR2
Chuk,CHUK
Sh3rf1,SH3RF1
Iqsec3,IQSEC3
Ptpro,PTPRO
Tigd4,TIGD4
Rps19bp1,RPS19BP1
Tmprss2,TMPRSS2
Tas2r124,TAS2R13
Hnrnpd,HNRNPD
Papolb,PAPOLB
R3hdm4,R3HDM4
Lca5,LCA5
Fth1,FTH1
Slirp,SLIRP
Hacd3,HACD3
Nckap5l,NCKAP5L
Crnkl1,CRNKL1
Mpst,MPST
Atp9b,ATP9B
Bicc1,BICC1
Clba1,CLBA1
Rragd,RRAGD
Herc3,HERC3
C9orf72,C9orf72
Zfp78,ZNF705A
Zfp78,ZNF705B
Nfam1,NFAM1
Mir31,MIR31
Zdhhc9,ZDHHC9
Ibtk,IBTK
Ube2d1,UBE2D1
1810055G02Rik,C11orf24
Rpusd2,RPUSD2
Bcr,BCR
Hddc2,HDDC2
Doc2b,DOC2B
Reep3,REEP3
Lipc,LIPC
Clec1a,CLEC1A
Cyb5a,CYB5A
Btbd9,BTBD9
Kcna5,KCNA5
Tex52,TEX52
Plod3,PLOD3
Rragb,RRAGB
Ang6,ANG
Cpn1,CPN1
Gch1,GCH1
Hpgds,HPGDS
Cables1,CABLES1
Usp25,USP25
Barx1,BARX1
Tmem131l,TMEM131L
Tbck,TBCK
Tas2r129,TAS2R14
Ndufa1,NDUFA1
Tspyl4,TSPYL4
Ssxb10,SSX7
Ssxb10,SSX2B
Ssxb10,SSX3
Ssxb10,SSX4
Ssxb10,SSX1
Ssxb10,SSX5
Srcin1,SRCIN1
Spdef,SPDEF
Lzts3,LZTS3
Rhov,RHOV
Mtg2,MTG2
Nedd4l,NEDD4L
Kcne1,KCNE1
Kcne1,KCNE1B
C2cd4c,C2CD4C
Fpgs,FPGS
F7,F7
Ybx3,YBX3
Mib1,MIB1
Cnih1,CNIH1
Vstm5,VSTM5
Brsk2,BRSK2
Eif2b2,EIF2B2
Cd2ap,CD2AP
Cfp,CFP
Npy5r,NPY5R
Plppr1,PLPPR1
Sec24d,SEC24D
Zcchc3,ZCCHC3
Ankdd1a,ANKDD1A
Ube2l3,UBE2L3
Tpd52l2,TPD52L2
Ssxb8,SSX7
Ssxb8,SSX2B
Ssxb8,SSX3
Ssxb8,SSX4
Ssxb8,SSX1
Ssxb8,SSX5
Kbtbd3,KBTBD3
Phf24,PHF24
Npvf,NPVF
Msmp,MSMP
Tmprss5,TMPRSS5
Actc1,ACTC1
Ssr4,SSR4
Cdkl2,CDKL2
Sec24b,SEC24B
Chmp5,CHMP5
Usp14,USP14
Muc15,MUC15
Pak6,PAK6
Birc7,BIRC7
Tmc2,TMC2
Krt6a,KRT6B
Krt6a,KRT6C
Racgap1,RACGAP1
Slc30a9,SLC30A9
Stk32c,STK32C
Twist1,TWIST1
Zgpat,ZGPAT
Tas2r114,TAS2R10
Cobl,COBL
Scin,SCIN
Prmt3,PRMT3
Mcts1,MCTS1
C3ar1,C3AR1
Myo18b,MYO18B
Msrb2,MSRB2
Gm24453,SNORA108
Il25,IL25
Mymx,MYMX
Eps8,EPS8
Lrba,LRBA
Ptpn13,PTPN13
Dclk1,DCLK1
Bcl2,BCL2
Tmem217,TMEM217
Ebpl,EBPL
Gm648,CT45A3
Gm648,CT45A5
Gm648,CT45A6
Gm648,CT45A2
Gm648,CT45A8
Gm648,CT45A9
Mapk1,MAPK1
Gemin8,GEMIN8
Defa27,DEFA4
Defa27,DEFA5
Defa27,DEFA3
Defa27,DEFA6
Prrg1,PRRG1
Smagp,SMAGP
Myom1,MYOM1
Eif2ak1,EIF2AK1
Ostf1,OSTF1
1700088E04Rik,C22orf23
Psme2,PSME2
Ribc1,RIBC1
Sap25,SAP25
Ascc3,ASCC3
Dppa3,DPPA3
Ppm1k,PPM1K
Txndc2,TXNDC2
Zdhhc2,ZDHHC2
Pi4k2a,PI4K2A
Zar1l,ZAR1L
Fam186b,FAM186B
Bag1,BAG1
Gramd4,GRAMD4
Mettl14,METTL14
Tnks,TNKS
Sec63,SEC63
Tnnc2,TNNC2
Poli,POLI
Melk,MELK
Serpine1,SERPINE1
Rpn2,RPN2
Pcid2,PCID2
Fkbp4,FKBP4
Exosc1,EXOSC1
Nars2,NARS2
Defa39,DEFA4
Defa39,DEFA5
Defa39,DEFA3
Defa39,DEFA6
Atp6v1b2,ATP6V1B2
Kcnj4,KCNJ4
Pde3b,PDE3B
Bdh2,BDH2
Cstf2t,CSTF2T
Trim26,TRIM26
Psme2b,PSME2
Flii,FLII
1700016K19Rik,C17orf97
Mx2,MX1
Nup155,NUP155
Rnd2,RND2
Jhy,JHY
Tmem8b,TMEM8B
Krtap12-1,KRTAP10-9
Macrod2,MACROD2
Sun1,SUN1
Tuba8,TUBA8
Psma4,PSMA4
Cdc14b,CDC14B
Gm23201,SNORD12B
Kcnq1,KCNQ1
Lman1l,LMAN1L
Micu3,MICU3
Mterf1a,MTERF1
Prps1,PRPS1
Cpvl,CPVL
Rsph14,RSPH14
Cntf,CNTF
Slc25a16,SLC25A16
Itgae,ITGAE
Atp12a,ATP12A
Mir188,MIR188
Ess2,ESS2
Tcl1,TCL1A
Rabep1,RABEP1
Auh,AUH
Tpt1,TPT1
Tpm2,TPM2
Marcks,MARCKS
Srpk1,SRPK1
Rbp3,RBP3
Odad2,ODAD2
Tmem144,TMEM144
Bbox1,BBOX1
Nlrp1b,NLRP1
Gna14,GNA14
Dnm1,DNM1
Slc6a13,SLC6A13
Tas2r113,TAS2R14
Xrcc3,XRCC3
Med31,MED31
Fryl,FRYL
Rab39,RAB39A
Cpne1,CPNE1
Aqp5,AQP5
Fam13c,FAM13C
Xpnpep2,XPNPEP2
Nus1,NUS1
Eri1,ERI1
Ptpra,PTPRA
Ltb4r2,LTB4R2
Zfp322a,ZNF322
Slc38a1,SLC38A1
Txn1,TXN
Rnf167,RNF167
Thnsl1,THNSL1
Ythdf1,YTHDF1
Nedd9,NEDD9
Ppp1r14c,PPP1R14C
Ifnar2,IFNAR2
Man1a,MAN1A1
Ktn1,KTN1
1700029H14Rik,C13orf46
P2rx1,P2RX1
Pln,PLN
Cylc2,CYLC2
Kdm2a,KDM2A
Defa31,DEFA4
Defa31,DEFA5
Defa31,DEFA3
Defa31,DEFA6
Crybb1,CRYBB1
Cfap300,CFAP300
Slc39a12,SLC39A12
Gpr63,GPR63
Blvra,BLVRA
Dio3,DIO3
Cxcr3,CXCR3
Fdx1,FDX1
4930563E22Rik,C17orf100
Myo16,MYO16
Ippk,IPPK
Serpina3k,SERPINA3
Bud31,BUD31
Grk5,GRK5
Svip,SVIP
Cwf19l1,CWF19L1
Qrfpr,QRFPR
Wnt8b,WNT8B
Eml1,EML1
Suz12,SUZ12
Arhgef38,ARHGEF38
B3gat2,B3GAT2
Spaca3,SPACA3
Itgb1bp2,ITGB1BP2
Inf2,INF2
Camk2b,CAMK2B
Mid2,MID2
Ighv3-6,IGHV4-28
Ighv3-6,IGHV4-31
Ighv3-6,IGHV4OR15-8
Pitpnm3,PITPNM3
Tbx1,TBX1
Cbfa2t2,CBFA2T2
Srxn1,SRXN1
Pcca,PCCA
Clrn3,CLRN3
Blmh,BLMH
Mir221,MIR221
Bmp5,BMP5
Cyp2d9,CYP2D6
Mir203,MIR203B
Sirpa,SIRPB1
Sirpa,SIRPA
Grid2,GRID2
Coro2a,CORO2A
Mtmr7,MTMR7
Washc1,WASH6P
Tom1,TOM1
Col19a1,COL19A1
Mroh8,MROH8
Enpp6,ENPP6
Hephl1,HEPHL1
Rassf4,RASSF4
Neo1,NEO1
Dock5,DOCK5
Ndufa9,NDUFA9
Nptx2,NPTX2
Nalcn,NALCN
Spin2c,SPIN2B
Mir342,MIR342
Trmt11,TRMT11
Mlh3,MLH3
Cyp26c1,CYP26C1
Slc5a12,SLC5A12
Sstr3,SSTR3
Bex2,BEX2
Gm23246,SNORD31B
Pard6b,PARD6B
Pik3ap1,PIK3AP1
Tmc5,TMC5
Serpinb12,SERPINB12
Nars,NARS1
Apex2,APEX2
Atpaf2,ATPAF2
Loxl1,LOXL1
Tns4,TNS4
Ap5s1,AP5S1
Stk24,STK24
Sema3a,SEMA3A
Col17a1,COL17A1
Fem1b,FEM1B
Zfpl1,ZFPL1
Panx2,PANX2
Tafa5,TAFA5
Actr10,ACTR10
Taf1d,TAF1D
Rlim,RLIM
Mir505,MIR505
Mir17,MIR17
Fgfbp3,FGFBP3
Apcdd1,APCDD1
Gm22784,SNORA69
Ddrgk1,DDRGK1
Atg16l2,ATG16L2
Ccdc172,CCDC172
Dapp1,DAPP1
Ints6l,INTS6L
Cracr2a,CRACR2A
Rab44,RAB44
Qrfprl,QRFPR
Prps1l3,PRPS1
Tex11,TEX11
Tex10,TEX10
Bcap31,BCAP31
Gjd2,GJD2
Fgf20,FGF20
Calcb,CALCB
Rnase9,RNASE9
Naalad2,NAALAD2
Btc,BTC
Cycs,CYCS
Mir504,MIR504
Cacna1f,CACNA1F
Marchf6,MARCHF6
Cabyr,CABYR
Harbi1,HARBI1
Ssxb5,SSX7
Ssxb5,SSX2B
Ssxb5,SSX3
Ssxb5,SSX4
Ssxb5,SSX1
Ssxb5,SSX5
Ewsr1,EWSR1
Vwc2,VWC2
Pfn1,PFN1
Cyfip1,CYFIP1
Cacng2,CACNG2
Nkx6-2,NKX6-2
Tnxb,TNXB
Tomm22,TOMM22
Dusp9,DUSP9
Ssxa1,SSX7
Ssxa1,SSX2B
Ssxa1,SSX3
Ssxa1,SSX4
Ssxa1,SSX1
Ssxa1,SSX5
Prima1,PRIMA1
Krtap9-3,KRTAP10-4
Tmem239,TMEM239
Rab9,RAB9A
Akap10,AKAP10
Tcirg1,TCIRG1
Pgm3,PGM3
Csrp3,CSRP3
Rnaseh2b,RNASEH2B
Prxl2a,PRXL2A
Pclo,PCLO
Morc2a,MORC2
Nme8,NME8
Uqcc2,UQCC2
Gfral,GFRAL
Ndufs8,NDUFS8
Ube2k,UBE2K
Fbxl7,FBXL7
Foxi2,FOXI2
Gldc,GLDC
Ighv7-2,IGHV3-15
Ighv7-2,IGHV3OR15-7
Tmtc1,TMTC1
Atp2a3,ATP2A3
Egr3,EGR3
Gm23736,SNORD114-11
Gm23736,SNORD114-13
Gm23736,SNORD114-16
Clmn,CLMN
Pard6g,PARD6G
Mcm8,MCM8
Dlst,DLST
Prmt8,PRMT8
Klhl28,KLHL28
Mrpl49,MRPL49
Zfp457,ZNF727
Aqr,AQR
Usp18,USP41
Usp18,USP18
Npy,NPY
Hdac10,HDAC10
Acot8,ACOT8
Pgp,PGP
Prmt9,PRMT9
Resf1,RESF1
Rbm24,RBM24
Defb15,DEFB132
Defb15,DEFB104B
Defb15,DEFB104A
Map2k5,MAP2K5
Arl4d,ARL4D
Tmprss11d,TMPRSS11D
Nhlrc1,NHLRC1
Lgmn,LGMN
Tjap1,TJAP1
Slc6a8,SLC6A8
Foxo1,FOXO1
Dgkh,DGKH
